MESSAGE	MSGID
Enter 'ALL' to input all ~p1 codes	904
Remove tier data items from index before maintaining index type	905
~p1 foreign key definition references ~p2	906
Enter 'L' for labeled or 'U' for unlabeled	907
Must be a valid LIF code	908
Enter 'R' for RMS or 'T' for tape	909
Enter 4-digit code	910
Enter a ? or press the Select key for a list of valid options	911
Enter a bank number between 1 and 10	912
Enter a currency code other than ~p1 or ~p2	913
Enter a date after the current system date	914
Enter a mailing name and address	915
Enter a miscellaneous transaction code linked to a G/L account number	916
Enter a miscellaneous transaction code or a transfer account	917
Invalid Social Insurance Number	918
Enter a miscellaneous transaction code with a Retirement/Savings plan account check type	919
Enter a teaser expiration date	920
Enter a valid CIF number	921
null	922
Enter a valid library	924
Duplicate Retirement/Savings plan ID	926
Enter account first	927
Enter amount NNNN.NN	928
Enter amount option or numeric value	929
Enter amount, or percentage and base, or routine	930
Enter an integer, or 'UNL' for unlimited bypasses	931
Retirement/Savings plan does not exist for customer	932
Discrepancy exists between customer number and Retirement/Savings plan sequence number	933
Min annual distribution option not consistent with age base option	934
Retirement plan minimum distribution parameters	935
Enter combination <R>ead, <W>rite, or <D>elete access (e.g., RWD)	936
Enter country code	937
Enter currency code other than ~p1	938
Retirement plan minimum dist % not set for age ~p1	939
Enter each transaction code only once (~p1)	940
Retirement plan minimum distribution analysis created	941
Enter frequency first	942
Enter increments in ascending order	943
Retirement plan minimum distribution analysis not created	944
Enter list of valid CIF types separated by commas (e.g., 0,1)	945
Enter number of groups required or 'A' for all groups	946
Retirement plan minimum distribution analysis modified	948
Enter percentage and then base	949
Retirement plan distribution analysis not modified	950
Enter RMS file name or ""?"" for look-up	951
Enter Sequence to Delete: 	952
Enter Sequence to Modify: 	953
Retirement plan minimum distribution analysis deleted	954
Enter the count NNNNN or amount NNNN.NN	955
Enter the officer to replace officer ~p1	956
Enter the system start-up date	957
Enter three of four values	958
Enter upper limit first	959
Enter valid CIF number	960
Enter valid format NNN or NNN.NN	961
Enter valid userclass or '*' for all users	962
Retirement plan minimum distribution analysis not deleted.	963
Entry already exists	964
Not eligible. As of ~p1 customer's age was under ~p2.	965
Entry exceeds 24 hours	966
Entry in first distribution field is prohibited if payment schedule loan	967
Entry must be 0 for external or 1 for internal	968
Entry must be 0 for liability or 1 for asset	969
Entry must be 0 for outflow or 1 for inflow	970
Entry must be a valid index	971
Invalid maximum LIF % option, ~p1	972
Age, ~p1 missing from LIFPCT table ~p2	973
Age base not defined	974
Entry on file for ~p1	975
Live run	976
Environment requires ~p1 currency.  Account ~p2 is ~p3 currency.	977
Anticipated run	978
Error ~p1	979
Error generating screen data	981
Error in calculation.  Please enter again.	983
Error in offset posting - Distribution Code	984
Error in rebate calculation	985
Generate original notice before reprint	986
Generate original notice before reprint for tran ~p1, acct#p2, RSP Seq#~p3, and cust#~p4	987
Error opening ~p1. Process aborted.	988
Error opening ~p1	989
Error opening ~p1, ~p2	990
Error opening ~p1.  Process stopped for date ~p2.	991
Error opening ~p1.  Process stopped for type ~p2.	992
Use retirement plan functions (RPA00*)	993
Error reading data	994
Missing maximum LIF % option	997
Error, no message	998
Errors encountered when anticipating transaction activity.  Report the following error: ~p1	999
Escheat program not compiled	1000
Escrow account cost center must be changed through the mortgage account	1001
Escrow account is closed	1002
Escrow account ~p1 is closed	1003
Escrow accounts have balances	1004
Escrow item is not flagged for self-pay processing	1005
Escrow payee ~p1 created	1006
Escrow payee ~p1 deleted	1007
Escrow payee ~p1 modified	1008
Escrow payee ~p1 not created	1009
Escrow payee ~p1 not deleted	1010
Escrow payee ~p1 not modified	1011
Escrow type ~p1 created	1012
Escrow type ~p1 deleted	1013
Escrow type ~p1 modified	1014
Escrow type ~p1 not created	1015
Escrow type ~p1 not defined for this account	1016
Escrow type ~p1 not deleted	1017
Escrow type ~p1 not modified	1018
Escrow types must be all alphabetic characters	1019
Escrow types must be at least 2 characters	1020
Event not running	1021
Event ~p1 cannot be restarted	1022
Event ~p1 created	1023
Event ~p1 deleted	1024
Event ~p1 has been set to stop	1025
Event ~p1 modified	1026
Event ~p1 not created	1027
Event ~p1 not deleted	1028
Event ~p1 not modified	1029
Event ~p1 not restarted	1030
Event ~p1 not submitted	1031
Event ~p1 restarted	1032
Event ~p1 submitted	1033
Exceeds renewal grace period	1034
Transaction amount exceeds source account balance of ~p1	1035
Transaction amount exceeds source account credit limit of ~p1	1036
Exceeds the maximum of 99 CIFs per account	1037
Exception file does not exist for this date	1038
Exception items have been viewed	1039
Exceptions have been processed.  Update invalid.	1040
Exists in Supertype entity ~p1	1041
Contributing spouse not allowed on a LIF plan	1042
Jurisdiction required for LIF plan	1043
Expiration date is prior to the start date	1044
Value required for LIF plan	1045
Age base set to 3. Based on jurisdiction "_~p1.	1046
Must use owner's or spouse's age for LIF plan age base	1047
Age base must be owner's-set to 3	1048
External interface ~p1 modified	1049
External interface ~p1 not modified	1050
Distribution amount exceeds minimum of "_MIN	1051
External query interface	1052
Distribution amount exceeds maximum of "_MAX 	1053
Invalid state code	1054
Must use locked in contribution code with a locked in plan	1055
Transaction code invalid for Retirement/Savings plan account	1056
Transaction code invalid for non-retirement/non-savings plan account	1057
Transaction code invalid for LIF account	1058
Effective ~p1, plan type ~p2 can no longer be established	1059
CIF ~P1 stop, sequence ~p2	1060
Must complete Retirement/Savings plan input screen for this transaction	1061
Fatal error - ~p1 cannot be overridden	1062
Fee amount, fee schedule, or fee lookup table required	1063
Fee amount, fee schedule, or fee lookup table required for each line item	1064
Fee amount or fee schedule required for each query	1065
Fee decrease tran code missing from product ~p1	1066
Fee increase tran code missing from product ~p1	1067
Fees assessed at booking can only be added on the date the account is opened	1068
Fees for account ~p1 created	1069
Fees for account ~p1 deleted	1070
Fees for account ~p1 modified	1071
Fees for account ~p1 not created	1072
Fees for account ~p1 not deleted	1073
Fees for account ~p1 not modified	1074
Field Integrity	1075
Field length (~p1) exceeded	1076
Field length greater than 80	1077
Reason code required for this transaction	1078
Withdrawal amount required for this transaction	1079
Anticipated Retirement/Savings plan distribution check $~p1	1080
File locked by another user	1081
File maintenance restricted	1082
File maintenance restricted on access keys	1083
File maintenance restricted on computed data items	1084
File maintenance restricted.  Table look-up cannot be resolved.	1085
File name is not valid in list	1086
File name not defined	1087
Customer has not attained the minimum age of ~p1	1088
File not found	1090
File number ~p1	1091
File references exist ... Continue to delete?	1092
File relationship error ... ~p1	1093
Invalid. Accounts exist for this type.	1094
File ~p1 deleted	1095
Cannot use * (asterisk) frequency for loan modeler	1096
Filer	1097
Files not printed	1099
Files printed	1100
Financial statement ID already exists	1101
Financial statement processing not used for loan type ~p1	1102
Financial statement ~p1 created	1103
Financial statement ~p1 deleted	1104
Financial statement ~p1 modified	1105
Financial statement ~p1 not created	1106
Financial statement ~p1 not deleted	1107
Financial statement ~p1 not modified	1108
Plan set for withholding, calculation parameters required	1109
Retirement plan minimum annual distribution analysis	1110
Find:  	1111
First character of term may not be zero	1113
First character of term must be numeric	1114
First display column must be the account number ~p1	1115
First letter must be ~p1	1116
Float hold table or float hold factor required	1117
Follow-up date must be after system date	1118
For internal use only	1119
Retirement/Savings Plan Sequence should be defined when RSP Account flag is set	1120
Cannot delete RSP Type that is used for existing accounts	1121
No data found to satisfy request	1122
Forward balancing date ~p1 already assigned	1123
Frequency ~p1 invalid for low balance	1124
From Currency Code must be different from To Currency Code	1125
FROM DATE must be the same as or prior to the TO DATE	1126
Function being run by another user	1127
Function complete	1128
Function disabled	1129
Function exited	1130
Function invalid after ~p1	1131
Function invalid before ~p1	1132
Function is linked on a sub-menu for function ~p1	1133
Function is used on menu number ~p1	1134
Function key type ~p1 not changed	1135
Invalid birth date. Unable to verify age.	1136
Function name/menu number: 	1137
Function name or menu number required	1138
Original notice generated. Reprint notice only.	1139
Function not supported for CIF type ~p1	1140
Function not valid for queuing	1141
Notice not printed. Transaction reversed.	1142
